Name,Live Bytes,Live Objects
org.springframework.asm.Type[],168 B (0%),6 (0%)
org.springframework.boot.origin.OriginTrackedValue$OriginTrackedCharSequence,168 B (0%),7 (0%)
com.fasterxml.jackson.annotation.JsonInclude$Include,168 B (0%),7 (0%)
org.apache.tomcat.util.net.SocketEvent,168 B (0%),7 (0%)
org.springframework.core.convert.support.GenericConversionService$Converters,168 B (0%),7 (0%)
org.springframework.data.util.ParameterizedTypeInformation,168 B (0%),3 (0%)
org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyAdviceChain,168 B (0%),7 (0%)
org.springframework.boot.origin.TextResourceOrigin,168 B (0%),7 (0%)
org.apache.catalina.core.StandardHost,168 B (0%),1 (0%)
org.springframework.boot.jdbc.EmbeddedDatabaseConnection,160 B (0%),4 (0%)
org.attoparser.config.ParseConfiguration,160 B (0%),4 (0%)
com.zaxxer.hikari.pool.HikariPool,160 B (0%),1 (0%)
jdk.internal.math.FloatingDecimal$BinaryToASCIIBuffer,160 B (0%),4 (0%)
org.hibernate.event.service.internal.EventListenerGroupImpl[],160 B (0%),1 (0%)
java.time.temporal.ChronoUnit[],160 B (0%),2 (0%)
org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter,160 B (0%),1 (0%)
org.thymeleaf.util.ProcessorConfigurationUtils$TextProcessorWrapper,160 B (0%),5 (0%)
org.hibernate.resource.jdbc.spi.PhysicalConnectionHandlingMode,160 B (0%),5 (0%)
com.mysql.cj.protocol.a.SimplePacketSender,160 B (0%),10 (0%)
java.util.ImmutableCollections$MapN,160 B (0%),5 (0%)
java.util.Collections$SingletonMap,160 B (0%),4 (0%)
org.springframework.boot.SpringApplication,160 B (0%),2 (0%)
org.springframework.boot.context.properties.bind.Bindable,160 B (0%),5 (0%)
com.fasterxml.jackson.databind.type.TypeFactory,160 B (0%),5 (0%)
org.thymeleaf.util.ProcessorConfigurationUtils$TemplateBoundariesProcessorWrapper,160 B (0%),5 (0%)
org.springframework.core.convert.support.CollectionToArrayConverter,160 B (0%),10 (0%)
net.bytebuddy.description.method.ParameterDescription$ForLoadedParameter$OfMethod,160 B (0%),5 (0%)
org.apache.catalina.core.ApplicationFilterConfig,160 B (0%),5 (0%)
java.util.logging.Level[],160 B (0%),3 (0%)
org.springframework.http.converter.ResourceHttpMessageConverter,160 B (0%),5 (0%)
com.mysql.cj.protocol.a.TextResultsetReader,160 B (0%),10 (0%)
org.springframework.http.converter.json.MappingJackson2HttpMessageConverter,160 B (0%),4 (0%)
com.mysql.cj.protocol.FullReadInputStream,160 B (0%),10 (0%)
net.bytebuddy.implementation.bytecode.member.MethodVariableAccess,160 B (0%),5 (0%)
org.springframework.core.convert.support.CollectionToStringConverter,160 B (0%),10 (0%)
com.mysql.cj.protocol.a.MultiPacketReader,160 B (0%),10 (0%)
com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer$TableInfo,160 B (0%),5 (0%)
com.mysql.cj.protocol.a.BinaryResultsetReader,160 B (0%),10 (0%)
javax.xml.catalog.CatalogFeatures$Feature,160 B (0%),4 (0%)
net.bytebuddy.implementation.bind.annotation.TargetMethodAnnotationDrivenBinder$DelegationProcessor$Handler$Bound,160 B (0%),5 (0%)
java.lang.Boolean,160 B (0%),10 (0%)
float[],160 B (0%),4 (0%)
sun.util.locale.provider.LocaleProviderAdapter$Type,160 B (0%),5 (0%)
java.lang.invoke.VarHandle$AccessType,160 B (0%),5 (0%)
jdk.xml.internal.JdkXmlFeatures$XmlFeature,160 B (0%),4 (0%)
com.fasterxml.jackson.core.JsonParser$Feature[],160 B (0%),2 (0%)
com.mysql.cj.log.StandardLogger,160 B (0%),10 (0%)
java.net.HostPortrange,160 B (0%),5 (0%)
org.thymeleaf.standard.processor.StandardObjectTagProcessor,160 B (0%),4 (0%)
org.hibernate.engine.spi.Status[],160 B (0%),4 (0%)
org.hibernate.query.criteria.internal.expression.ParameterExpressionImpl,160 B (0%),4 (0%)
org.springframework.web.bind.annotation.RequestMethod[],160 B (0%),5 (0%)
org.hibernate.hql.internal.ast.tree.QueryNode,160 B (0%),2 (0%)
com.fasterxml.jackson.core.Base64Variant,160 B (0%),4 (0%)
org.apache.catalina.session.StandardManager,160 B (0%),1 (0%)
java.lang.invoke.MethodHandles$Lookup,160 B (0%),5 (0%)
com.fasterxml.jackson.core.JsonEncoding,160 B (0%),5 (0%)
org.apache.catalina.core.StandardWrapperValve,160 B (0%),2 (0%)
jdk.internal.logger.LazyLoggers$JdkLazyLogger,160 B (0%),10 (0%)
javax.management.StandardEmitterMBean,160 B (0%),5 (0%)
org.springframework.boot.web.embedded.tomcat.TomcatEmbeddedWebappClassLoader,152 B (0%),1 (0%)
org.springframework.boot.web.embedded.tomcat.TomcatServletWebServerFactory,152 B (0%),1 (0%)
org.hibernate.internal.FastSessionServices,152 B (0%),1 (0%)
com.fasterxml.jackson.databind.deser.Deserializers[],152 B (0%),7 (0%)
org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext,152 B (0%),1 (0%)
org.springframework.transaction.interceptor.RuleBasedTransactionAttribute,144 B (0%),3 (0%)
net.bytebuddy.description.type.TypeDefinition$Sort,144 B (0%),6 (0%)
org.unbescape.html.HtmlEscapeType,144 B (0%),6 (0%)
org.hibernate.internal.EntityManagerMessageLogger_$logger,144 B (0%),9 (0%)
org.apache.catalina.LifecycleEvent,144 B (0%),6 (0%)
org.apache.catalina.core.ApplicationMapping,144 B (0%),6 (0%)
org.hibernate.persister.entity.Loadable[],144 B (0%),6 (0%)
org.hibernate.engine.spi.Status,144 B (0%),6 (0%)
org.apache.catalina.util.ParameterMap,144 B (0%),6 (0%)
org.hibernate.loader.plan.exec.internal.LoadQueryJoinAndFetchProcessor,144 B (0%),6 (0%)
org.hibernate.loader.PropertyPath,144 B (0%),6 (0%)
org.springframework.orm.jpa.support.PersistenceAnnotationBeanPostProcessor$PersistenceElement,144 B (0%),3 (0%)
org.springframework.core.type.filter.AnnotationTypeFilter,144 B (0%),6 (0%)
org.apache.tomcat.util.net.SocketBufferHandler,144 B (0%),6 (0%)
org.apache.logging.log4j.MarkerManager$Log4jMarker,144 B (0%),6 (0%)
java.time.format.DateTimeFormatterBuilder$LocalizedPrinterParser,144 B (0%),6 (0%)
org.apache.tomcat.util.http.ServerCookies,144 B (0%),6 (0%)
org.apache.coyote.http11.Http11InputBuffer$HeaderParsePosition,144 B (0%),6 (0%)
com.sun.proxy.jdk.proxy1.$Proxy19,144 B (0%),9 (0%)
org.hibernate.internal.util.collections.BoundedConcurrentHashMap,144 B (0%),3 (0%)
org.springframework.aop.framework.DefaultAopProxyFactory,144 B (0%),9 (0%)
org.apache.coyote.http11.filters.GzipOutputFilter,144 B (0%),6 (0%)
org.apache.coyote.http11.filters.GzipOutputFilter$FakeOutputStream,144 B (0%),6 (0%)
org.hibernate.type.ManyToOneType,144 B (0%),3 (0%)
org.springframework.security.web.util.matcher.NegatedRequestMatcher,144 B (0%),6 (0%)
org.springframework.aop.framework.DefaultAdvisorChainFactory,144 B (0%),9 (0%)
org.apache.coyote.http11.Http11NioProtocol,144 B (0%),1 (0%)
java.time.format.DateTimeFormatterBuilder$OffsetIdPrinterParser,144 B (0%),6 (0%)
org.springframework.boot.context.properties.source.ConfigurationPropertyName$ElementType,144 B (0%),6 (0%)
org.hibernate.metamodel.model.domain.internal.SingularAttributeImpl$Identifier,144 B (0%),3 (0%)
java.rmi.server.Operation,144 B (0%),9 (0%)
org.apache.catalina.core.StandardServer,144 B (0%),1 (0%)
org.springframework.web.context.request.RequestScope,144 B (0%),9 (0%)
com.fasterxml.jackson.databind.cfg.SerializerFactoryConfig,144 B (0%),6 (0%)
org.hibernate.annotations.common.reflection.java.JavaReflectionManager$TypeKey,144 B (0%),6 (0%)
org.jboss.logging.Logger$Level,144 B (0%),6 (0%)
java.time.temporal.JulianFields$Field,144 B (0%),3 (0%)
java.util.regex.Pattern$GroupCurly,144 B (0%),3 (0%)
java.lang.invoke.BoundMethodHandle$Species_LLLLL,144 B (0%),3 (0%)
java.lang.invoke.VarHandle$AccessMode[],144 B (0%),1 (0%)
java.lang.Thread$State,144 B (0%),6 (0%)
java.util.regex.CharPredicates$$Lambda$985.0x0000000801096460,144 B (0%),9 (0%)
net.bytebuddy.implementation.bytecode.constant.DefaultValue,144 B (0%),6 (0%)
com.sun.org.apache.xalan.internal.utils.XMLSecurityPropertyManager,144 B (0%),6 (0%)
com.fasterxml.jackson.annotation.JsonAutoDetect$Visibility,144 B (0%),6 (0%)
java.math.BigDecimal[],144 B (0%),2 (0%)
com.fasterxml.jackson.databind.deser.KeyDeserializers[],144 B (0%),6 (0%)
jdk.internal.perf.PerfCounter,144 B (0%),6 (0%)
java.lang.NamedPackage,144 B (0%),6 (0%)
org.apache.tomcat.util.net.NioEndpoint$SocketProcessor,144 B (0%),6 (0%)
org.hibernate.proxy.pojo.bytebuddy.ByteBuddyProxyFactory,144 B (0%),3 (0%)
jdk.xml.internal.JdkXmlFeatures,144 B (0%),6 (0%)
com.fasterxml.jackson.core.JsonParser$NumberType,144 B (0%),6 (0%)
org.hibernate.loader.plan.exec.process.internal.EntityReferenceInitializerImpl,144 B (0%),6 (0%)
sun.nio.cs.StreamEncoder,144 B (0%),3 (0%)
org.hibernate.loader.plan.exec.internal.EntityReferenceAliasesImpl,144 B (0%),6 (0%)
org.hibernate.FetchMode[],136 B (0%),4 (0%)
com.fasterxml.jackson.databind.deser.ValueInstantiators[],136 B (0%),6 (0%)
java.time.temporal.ChronoField[],136 B (0%),1 (0%)
java.util.stream.FindOps$FindOp,128 B (0%),4 (0%)
org.springframework.data.jpa.repository.query.ParameterMetadataProvider$ParameterMetadata,128 B (0%),4 (0%)
org.springframework.web.method.annotation.RequestParamMethodArgumentResolver,128 B (0%),4 (0%)
org.hibernate.hql.internal.ast.QueryTranslatorImpl,128 B (0%),2 (0%)
org.springframework.http.converter.StringHttpMessageConverter,128 B (0%),4 (0%)
org.springframework.core.annotation.AnnotationAttributes,128 B (0%),2 (0%)
sun.util.locale.provider.LocaleResources,128 B (0%),4 (0%)
org.springframework.cglib.proxy.MethodProxy$CreateInfo,128 B (0%),4 (0%)
org.hibernate.hql.internal.ast.tree.SqlFragment,128 B (0%),2 (0%)
jdk.internal.reflect.UnsafeIntegerFieldAccessorImpl,128 B (0%),4 (0%)
org.hibernate.engine.jdbc.Size$LobMultiplier,128 B (0%),4 (0%)
org.attoparser.config.ParseConfiguration$PrologParseConfiguration,128 B (0%),4 (0%)
com.fasterxml.jackson.core.io.SerializedString,128 B (0%),4 (0%)
com.mysql.cj.util.LRUCache,128 B (0%),2 (0%)
org.springframework.data.jpa.repository.query.PartTreeJpaQuery,128 B (0%),2 (0%)
org.springframework.http.MediaType[],128 B (0%),5 (0%)
org.springframework.data.jpa.repository.query.JpaParameters,128 B (0%),4 (0%)
org.springframework.cglib.proxy.Enhancer$EnhancerFactoryData,128 B (0%),4 (0%)
com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$ArrayMapping,128 B (0%),4 (0%)
org.springframework.beans.propertyeditors.CustomCollectionEditor,128 B (0%),4 (0%)
sun.nio.fs.NativeBuffer[],128 B (0%),4 (0%)
org.apache.coyote.ErrorState,128 B (0%),4 (0%)
org.springframework.cglib.core.WeakCacheKey,128 B (0%),4 (0%)
org.apache.catalina.core.StandardEngine,128 B (0%),1 (0%)
com.sun.proxy.$Proxy7,128 B (0%),8 (0%)
org.springframework.core.type.classreading.CachingMetadataReaderFactory$LocalResourceCache,128 B (0%),2 (0%)
com.sun.proxy.$Proxy58,128 B (0%),8 (0%)
org.springframework.cglib.proxy.MethodProxy$FastClassInfo,128 B (0%),4 (0%)
net.bytebuddy.matcher.NameMatcher,128 B (0%),8 (0%)
org.springframework.security.web.util.matcher.MediaTypeRequestMatcher,128 B (0%),4 (0%)
org.springframework.util.PropertyPlaceholderHelper,128 B (0%),4 (0%)
org.apache.tomcat.util.collections.SynchronizedStack,128 B (0%),4 (0%)
org.springframework.web.servlet.view.AbstractCachingViewResolver$2,128 B (0%),2 (0%)
org.thymeleaf.cache.StandardCache,128 B (0%),2 (0%)
org.hibernate.internal.SessionFactoryImpl,128 B (0%),1 (0%)
org.springframework.beans.factory.annotation.InitDestroyAnnotationBeanPostProcessor$LifecycleMetadata,120 B (0%),3 (0%)
org.springframework.core.convert.support.ArrayToArrayConverter,120 B (0%),5 (0%)
org.springframework.boot.ansi.AnsiStyle,120 B (0%),5 (0%)
org.springframework.web.servlet.DispatcherServlet,120 B (0%),1 (0%)
org.thymeleaf.standard.processor.AbstractStandardMultipleAttributeModifierTagProcessor$ModificationType,120 B (0%),5 (0%)
org.thymeleaf.standard.processor.StandardInlineEnablementTemplateBoundariesProcessor,120 B (0%),5 (0%)
java.time.format.SignStyle,120 B (0%),5 (0%)
org.hibernate.CacheMode,120 B (0%),5 (0%)
java.net.SocketTimeoutException,120 B (0%),3 (0%)
org.springframework.context.event.SimpleApplicationEventMulticaster,120 B (0%),3 (0%)
com.sun.org.apache.xalan.internal.utils.FeaturePropertyBase$State,120 B (0%),5 (0%)
javax.servlet.http.MappingMatch,120 B (0%),5 (0%)
org.hibernate.boot.jaxb.internal.stax.LocalXmlResourceResolver$NamespaceSchemaMapping,120 B (0%),5 (0%)
org.thymeleaf.engine.AttributeNames$AttributeNamesRepository,120 B (0%),3 (0%)
javax.servlet.DispatcherType,120 B (0%),5 (0%)
org.hibernate.tuple.entity.PojoEntityInstantiator,120 B (0%),3 (0%)
org.springframework.data.jpa.repository.support.JpaMetamodelEntityInformation,120 B (0%),3 (0%)
org.thymeleaf.standard.expression.SelectionVariableExpression,120 B (0%),5 (0%)
org.apache.tomcat.util.threads.InlineExecutorService,120 B (0%),5 (0%)
org.hibernate.boot.jaxb.internal.stax.LocalXmlResourceResolver$DtdMapping,120 B (0%),5 (0%)
org.hibernate.dialect.function.TemplateRenderer,120 B (0%),5 (0%)
org.hibernate.tuple.PropertyFactory$NonIdentifierAttributeNature,120 B (0%),5 (0%)
org.springframework.security.web.DefaultRedirectStrategy,120 B (0%),5 (0%)
java.lang.module.ModuleDescriptor$Opens,120 B (0%),5 (0%)
java.lang.WeakPairMap$Pair$Weak,120 B (0%),3 (0%)
java.net.InetSocketAddress[],120 B (0%),5 (0%)
com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$State,120 B (0%),5 (0%)
org.hibernate.sql.JoinType,120 B (0%),5 (0%)
jdk.internal.loader.URLClassPath,120 B (0%),3 (0%)
jdk.net.ExtendedSocketOptions$ExtSocketOption,120 B (0%),5 (0%)
javax.persistence.SharedCacheMode,120 B (0%),5 (0%)
org.springframework.http.converter.xml.Jaxb2RootElementHttpMessageConverter,120 B (0%),3 (0%)
org.thymeleaf.engine.HTMLElementType,120 B (0%),5 (0%)
java.lang.invoke.LambdaForm$BasicType[],120 B (0%),3 (0%)
com.fasterxml.jackson.databind.introspect.SimpleMixInResolver,120 B (0%),5 (0%)
org.thymeleaf.standard.processor.StandardInlineTextualTagProcessor,120 B (0%),3 (0%)
org.springframework.transaction.annotation.Isolation,120 B (0%),5 (0%)
org.thymeleaf.engine.ElementNames$ElementNamesRepository,120 B (0%),3 (0%)
org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor,120 B (0%),3 (0%)
com.mysql.cj.util.StringUtils$SearchMode,120 B (0%),5 (0%)
com.mysql.cj.conf.PropertyDefinitions$SslMode,120 B (0%),5 (0%)
javax.management.NotificationBroadcasterSupport,120 B (0%),5 (0%)
org.springframework.context.annotation.FilterType,120 B (0%),5 (0%)
org.springframework.security.config.annotation.AbstractConfiguredSecurityBuilder$BuildState,120 B (0%),5 (0%)
com.fasterxml.jackson.databind.ser.SerializerCache,120 B (0%),5 (0%)
sun.rmi.transport.WeakRef,120 B (0%),3 (0%)
com.fasterxml.jackson.databind.deser.DeserializerCache,120 B (0%),5 (0%)
java.lang.reflect.ProxyGenerator$ProxyMethod,120 B (0%),3 (0%)
net.bytebuddy.description.modifier.TypeManifestation,120 B (0%),5 (0%)
org.springframework.core.annotation.MergedAnnotations$SearchStrategy,120 B (0%),5 (0%)
org.hibernate.tuple.entity.BytecodeEnhancementMetadataPojoImpl,120 B (0%),3 (0%)
java.util.stream.StreamOpFlag$Type,120 B (0%),5 (0%)
org.unbescape.html.HtmlEscapeLevel,120 B (0%),5 (0%)
org.hibernate.annotations.CacheConcurrencyStrategy,120 B (0%),5 (0%)
org.apache.tomcat.util.buf.UDecoder$DecodeException,120 B (0%),3 (0%)
com.fasterxml.jackson.core.util.DefaultIndenter,120 B (0%),5 (0%)
org.springframework.http.HttpMethod[],120 B (0%),3 (0%)
org.springframework.boot.web.servlet.DispatcherType,120 B (0%),5 (0%)
org.hibernate.dialect.function.SQLFunctionTemplate,120 B (0%),5 (0%)
com.fasterxml.jackson.annotation.Nulls,120 B (0%),5 (0%)
java.util.regex.Pattern$StartS,120 B (0%),5 (0%)
net.bytebuddy.description.annotation.AnnotationDescription$ForLoadedAnnotation,120 B (0%),5 (0%)
sun.nio.fs.WindowsPathType,120 B (0%),5 (0%)
jdk.internal.math.FloatingDecimal$PreparedASCIIToBinaryBuffer,120 B (0%),5 (0%)
org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor,120 B (0%),3 (0%)
org.springframework.http.HttpStatus$Series,120 B (0%),5 (0%)
org.hibernate.persister.entity.BasicEntityPropertyMapping,120 B (0%),3 (0%)
org.thymeleaf.standard.processor.StandardInliningTextProcessor,120 B (0%),5 (0%)
ch.qos.logback.core.subst.Token$Type,120 B (0%),5 (0%)
org.springframework.web.method.annotation.AbstractNamedValueMethodArgumentResolver$NamedValueInfo,120 B (0%),5 (0%)
ch.qos.logback.core.pattern.parser.TokenStream$TokenizerState,120 B (0%),5 (0%)
jdk.xml.internal.JdkXmlFeatures$State,120 B (0%),5 (0%)
com.fasterxml.jackson.databind.module.SimpleDeserializers,120 B (0%),5 (0%)
java.util.TreeSet,112 B (0%),7 (0%)
org.springframework.boot.autoconfigure.cache.CacheType[],112 B (0%),2 (0%)
jdk.internal.loader.ClassLoaders$AppClassLoader,112 B (0%),1 (0%)
sun.security.provider.SHA,112 B (0%),2 (0%)
sun.reflect.generics.tree.ArrayTypeSignature,112 B (0%),7 (0%)
java.time.LocalTime[],112 B (0%),1 (0%)
sun.security.jca.ProviderList$ServiceList,112 B (0%),2 (0%)
org.springframework.boot.context.properties.source.ConfigurationPropertyName[],112 B (0%),3 (0%)
jdk.internal.loader.ClassLoaderValue,112 B (0%),7 (0%)
org.apache.catalina.connector.Connector,112 B (0%),1 (0%)
com.fasterxml.jackson.core.JsonGenerator$Feature[],112 B (0%),2 (0%)
java.nio.DirectIntBufferRU,112 B (0%),2 (0%)
org.springframework.security.access.SecurityConfig,112 B (0%),7 (0%)
org.hibernate.hql.internal.ast.HqlParser,112 B (0%),2 (0%)
org.hibernate.hql.internal.ast.HqlLexer,112 B (0%),2 (0%)
sun.nio.ch.SourceChannelImpl,112 B (0%),2 (0%)
com.sun.proxy.$Proxy54,112 B (0%),7 (0%)
com.sun.proxy.$Proxy28,112 B (0%),7 (0%)
sun.nio.ch.SinkChannelImpl,112 B (0%),2 (0%)
com.sun.proxy.$Proxy91,112 B (0%),7 (0%)
org.springframework.util.StopWatch,112 B (0%),2 (0%)
java.util.stream.Collector$Characteristics[],104 B (0%),4 (0%)
org.springframework.boot.devtools.restart.classloader.RestartClassLoader,104 B (0%),1 (0%)
jdk.internal.loader.ClassLoaders$BootClassLoader,104 B (0%),1 (0%)
org.hibernate.tuple.NonIdentifierAttribute[],104 B (0%),3 (0%)
org.apache.catalina.Container[],104 B (0%),5 (0%)
sun.security.provider.Sun,104 B (0%),1 (0%)
org.hibernate.hql.internal.ast.tree.DotNode,104 B (0%),1 (0%)
org.springframework.boot.autoconfigure.jdbc.DataSourceProperties,104 B (0%),1 (0%)
org.hibernate.tuple.InDatabaseValueGenerationStrategy[],104 B (0%),3 (0%)
sun.security.jca.ProviderList$1,104 B (0%),1 (0%)
org.springframework.web.servlet.view.InternalResourceViewResolver,104 B (0%),1 (0%)
org.hibernate.tuple.InMemoryValueGenerationStrategy[],104 B (0%),3 (0%)
sun.util.logging.PlatformLogger$Level[],104 B (0%),2 (0%)
jdk.internal.loader.ClassLoaders$PlatformClassLoader,104 B (0%),1 (0%)
org.hibernate.property.access.spi.Getter[],104 B (0%),3 (0%)
net.bytebuddy.utility.JavaType[],104 B (0%),1 (0%)
org.apache.tomcat.util.net.SocketProperties,104 B (0%),1 (0%)
org.hibernate.property.access.spi.Setter[],104 B (0%),3 (0%)
sun.security.rsa.SunRsaSign,104 B (0%),1 (0%)
java.lang.Runtime$Version,96 B (0%),3 (0%)
org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter,96 B (0%),1 (0%)
org.springframework.core.Constants,96 B (0%),4 (0%)
ch.qos.logback.classic.LoggerContext,96 B (0%),1 (0%)
javax.xml.catalog.CatalogFeatures$Builder,96 B (0%),6 (0%)
com.fasterxml.jackson.databind.deser.BeanDeserializerFactory,96 B (0%),6 (0%)
org.hibernate.MultiTenancyStrategy,96 B (0%),4 (0%)
org.springframework.data.repository.core.support.TransactionalRepositoryProxyPostProcessor$RepositoryAnnotationTransactionAttributeSource,96 B (0%),3 (0%)
org.springframework.data.jpa.repository.query.QueryParameterSetterFactory$CriteriaQueryParameterSetterFactory$$Lambda$989.0x00000008011abfc0,96 B (0%),4 (0%)
java.time.format.FormatStyle,96 B (0%),4 (0%)
org.springframework.data.jpa.repository.query.QueryParameterSetter$NamedOrIndexedQueryParameterSetter,96 B (0%),4 (0%)
org.hibernate.tuple.IdentifierProperty,96 B (0%),3 (0%)
com.mysql.cj.protocol.a.authentication.CachingSha2PasswordPlugin$AuthStage,96 B (0%),4 (0%)
org.hibernate.event.service.internal.PostCommitEventListenerGroupImpl,96 B (0%),3 (0%)
com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$NameMap,96 B (0%),3 (0%)
java.lang.invoke.SimpleMethodHandle,96 B (0%),3 (0%)
org.apache.logging.log4j.spi.StandardLevel[],96 B (0%),2 (0%)
ch.qos.logback.core.subst.Token,96 B (0%),4 (0%)
com.mysql.cj.conf.PropertyDefinitions$XdevapiSslMode,96 B (0%),4 (0%)
org.apache.catalina.connector.CoyoteOutputStream,96 B (0%),6 (0%)
java.lang.module.ModuleDescriptor$Modifier,96 B (0%),4 (0%)
org.springframework.util.ConcurrentReferenceHashMap$TaskOption,96 B (0%),4 (0%)
jdk.internal.logger.BootstrapLogger$LoggingBackend,96 B (0%),4 (0%)
org.springframework.boot.logging.LogLevel[],96 B (0%),2 (0%)
org.apache.coyote.http11.Http11InputBuffer$SocketInputBuffer,96 B (0%),6 (0%)
org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor,96 B (0%),1 (0%)
org.apache.catalina.authenticator.NonLoginAuthenticator,96 B (0%),1 (0%)
org.hibernate.loader.plan.build.internal.returns.SimpleEntityIdentifierDescriptionImpl,96 B (0%),6 (0%)
com.mysql.cj.conf.PropertyDefinitions$AuthMech,96 B (0%),4 (0%)
org.hibernate.hql.internal.ast.ErrorTracker,96 B (0%),4 (0%)
java.math.MathContext,96 B (0%),4 (0%)
org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping,96 B (0%),1 (0%)
org.springframework.expression.spel.ast.OpEQ,96 B (0%),2 (0%)
org.apache.catalina.webresources.EmptyResource,96 B (0%),4 (0%)
java.lang.WeakPairMap$Pair$Weak$1,96 B (0%),3 (0%)
org.springframework.data.repository.core.support.AbstractRepositoryMetadata$$Lambda$415.0x0000000800dca218,96 B (0%),6 (0%)
org.springframework.orm.jpa.SharedEntityManagerCreator$SharedEntityManagerInvocationHandler,96 B (0%),3 (0%)
sun.nio.ch.SelectionKeyImpl[],96 B (0%),2 (0%)
ch.qos.logback.core.pattern.parser.Token,96 B (0%),4 (0%)
org.apache.tomcat.util.threads.ThreadPoolExecutor,96 B (0%),1 (0%)
org.apache.coyote.http11.Http11OutputBuffer$SocketOutputBuffer,96 B (0%),6 (0%)
org.apache.tomcat.util.buf.UDecoder,96 B (0%),6 (0%)
org.hibernate.engine.OptimisticLockStyle,96 B (0%),4 (0%)
javax.persistence.metamodel.Type$PersistenceType,96 B (0%),4 (0%)
net.bytebuddy.description.modifier.Visibility,96 B (0%),4 (0%)
java.util.stream.StreamShape,96 B (0%),4 (0%)
org.apache.catalina.connector.RequestFacade,96 B (0%),6 (0%)
org.hibernate.boot.internal.InFlightMetadataCollectorImpl$TableColumnNameBinding,96 B (0%),3 (0%)
com.sun.jmx.mbeanserver.MBeanIntrospector$PerInterfaceMap,96 B (0%),2 (0%)
java.util.concurrent.TimeUnit[],96 B (0%),2 (0%)
long[][],96 B (0%),1 (0%)
java.util.concurrent.SynchronousQueue,96 B (0%),3 (0%)
java.util.concurrent.CountDownLatch$Sync,96 B (0%),3 (0%)
com.fasterxml.jackson.core.JsonFactory$Feature,96 B (0%),4 (0%)
org.thymeleaf.standard.expression.StandardExpressionExecutionContext,96 B (0%),6 (0%)
org.springframework.context.annotation.ContextAnnotationAutowireCandidateResolver$1,96 B (0%),3 (0%)
org.hibernate.engine.jdbc.spi.TypeSearchability,96 B (0%),4 (0%)
org.hibernate.internal.FilterHelper,96 B (0%),3 (0%)
org.springframework.web.method.annotation.ModelAttributeMethodProcessor,96 B (0%),4 (0%)
com.fasterxml.jackson.annotation.PropertyAccessor[],96 B (0%),2 (0%)
org.springframework.http.converter.xml.SourceHttpMessageConverter,96 B (0%),3 (0%)
org.hibernate.query.criteria.internal.expression.function.AggregationFunction$COUNT,96 B (0%),2 (0%)
org.hibernate.dialect.lock.PessimisticReadSelectLockingStrategy,96 B (0%),3 (0%)
org.springframework.core.annotation.AnnotationTypeMappings$Cache,96 B (0%),4 (0%)
com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping,96 B (0%),3 (0%)
org.attoparser.config.ParseConfiguration$ElementBalancing,96 B (0%),4 (0%)
org.hibernate.hql.internal.ast.tree.FromElementType,96 B (0%),2 (0%)
org.springframework.core.annotation.TypeMappedAnnotations$IsPresent,96 B (0%),4 (0%)
org.hibernate.stat.internal.StatsNamedContainer,96 B (0%),6 (0%)
sun.nio.ch.WindowsSelectorImpl$FdMap,96 B (0%),2 (0%)
java.util.regex.Pattern$Neg,96 B (0%),4 (0%)
org.springframework.data.jpa.repository.support.CrudMethodMetadataPostProcessor$DefaultCrudMethodMetadata,96 B (0%),3 (0%)
org.springframework.web.servlet.resource.DefaultResourceResolverChain,96 B (0%),4 (0%)
org.thymeleaf.spring5.templateresolver.SpringResourceTemplateResolver,96 B (0%),1 (0%)
org.thymeleaf.linkbuilder.StandardLinkBuilder$LinkType,96 B (0%),4 (0%)
java.util.concurrent.ConcurrentSkipListMap,96 B (0%),2 (0%)
java.util.Vector,96 B (0%),3 (0%)
org.hibernate.cfg.beanvalidation.ValidationMode,96 B (0%),4 (0%)
com.sun.jmx.mbeanserver.MBeanIntrospector$MBeanInfoMap,96 B (0%),2 (0%)
java.time.LocalDate,96 B (0%),4 (0%)
org.apache.coyote.http11.filters.VoidOutputFilter,96 B (0%),6 (0%)
org.apache.tomcat.util.http.ConcurrentDateFormat,96 B (0%),3 (0%)
com.fasterxml.jackson.datatype.jsr310.deser.JSR310StringParsableDeserializer,96 B (0%),3 (0%)
jdk.xml.internal.TransformErrorListener,96 B (0%),6 (0%)
sun.security.provider.DRBG,96 B (0%),4 (0%)
org.springframework.data.repository.core.support.DefaultRepositoryInformation,96 B (0%),3 (0%)
org.springframework.data.jpa.repository.query.ParameterBinder,96 B (0%),4 (0%)
